Gender,Married,Age,Graduat,Profession,Experience,SpendingScore,FamilySize
Female,Yes,35.0,Yes,Artist,0.0,,
,Yes,51.0,,Artist,5.0,Average,4.0
Female,No,,,Healthcare,,,6.0
Male,Yes,49.0,,Executive,,High,
,Yes,,,Artist,,Low,
Male,No,,No,Entertainment,,Low,3.0
,No,55.0,No,,,Low,1.0
,No,31.0,Yes,,,Low,
Female,Yes,,,Doctor,7.0,Average,2.0
Male,No,32.0,Yes,Healthcare,1.0,Low,3.0
,No,18.0,,,0.0,Low,4.0
,No,,Yes,Healthcare,4.0,Low,
,Yes,53.0,,Artist,0.0,High,7.0
,No,,Yes,Engineer,,Low,3.0
,No,75.0,No,Lawyer,,Low,2.0
,No,30.0,,Artist,7.0,Low,
Male,No,,No,Healthcare,1.0,,
Male,Yes,,No,,,Low,
Male,Yes,46.0,,,,,2.0
,Yes,51.0,Yes,Engineer,1.0,Low,
Female,No,32.0,No,,,,
,No,,,,,Low,1.0
Female,No,45.0,Yes,Artist,3.0,Low,1.0
,Yes,50.0,Yes,Executive,1.0,,3.0
,Yes,,,,1.0,Low,3.0
Female,No,,Yes,Artist,8.0,Low,1.0
Female,Yes,40.0,Yes,Artist,,,2.0
,Yes,43.0,No,,1.0,,9.0
Male,No,19.0,No,Healthcare,8.0,Low,5.0
Male,Yes,42.0,No,Entertainment,6.0,Average,
Male,No,29.0,,Healthcare,1.0,Low,1.0
Female,Yes,37.0,Yes,,9.0,Average,2.0
Female,No,38.0,No,,,,
Female,Yes,79.0,Yes,Lawyer,0.0,,
Male,No,25.0,No,,2.0,Low,7.0
,No,29.0,No,Marketing,1.0,Low,5.0
,No,33.0,Yes,Homemaker,1.0,,1.0
Female,No,26.0,No,Healthcare,,Low,6.0
,No,26.0,,Doctor,1.0,,
,Yes,38.0,,Artist,9.0,Average,2.0
Male,Yes,63.0,Yes,Artist,1.0,Average,
,No,60.0,Yes,,1.0,,3.0
,No,33.0,No,Engineer,0.0,Low,7.0
Female,Yes,71.0,Yes,Lawyer,1.0,Low,1.0
,Yes,,,Artist,,Low,
Female,Yes,60.0,Yes,Artist,0.0,,2.0
,Yes,31.0,Yes,Artist,0.0,Average,2.0
Female,No,26.0,Yes,Healthcare,8.0,Low,1.0
,Yes,,,Engineer,1.0,,1.0
,No,,,Artist,13.0,Low,
,No,20.0,No,,,Low,3.0
Male,No,25.0,,Healthcare,,,5.0
,No,23.0,,,0.0,Low,2.0
Male,Yes,53.0,,Artist,,Average,
,No,49.0,,,,Low,
,No,35.0,Yes,Doctor,1.0,,1.0
Male,Yes,60.0,Yes,Executive,5.0,High,3.0
Male,Yes,,Yes,Lawyer,,Low,1.0
,No,18.0,,Marketing,2.0,,2.0
,Yes,38.0,Yes,Doctor,0.0,,4.0
Male,No,39.0,,Artist,,Low,2.0
,No,45.0,No,Marketing,1.0,Low,1.0
,No,28.0,Yes,,,Low,4.0
Male,Yes,65.0,Yes,Lawyer,0.0,High,2.0
,No,41.0,Yes,Artist,0.0,,1.0
,Yes,,No,,1.0,Average,3.0
,Yes,52.0,,,7.0,High,4.0
Female,No,26.0,,Healthcare,,Low,1.0
Female,No,,Yes,Healthcare,,,4.0
Female,Yes,77.0,No,Lawyer,,,1.0
Female,No,,,Artist,4.0,,1.0
Female,No,65.0,,,0.0,,
,Yes,61.0,,Artist,0.0,Average,2.0
Female,No,,No,,,Low,5.0
Male,Yes,49.0,Yes,Artist,0.0,,3.0
Male,No,,No,Healthcare,,Low,
Male,Yes,,Yes,,,,
Female,No,31.0,No,Healthcare,0.0,Low,
Male,Yes,,Yes,,,Average,
Male,Yes,82.0,Yes,,0.0,High,2.0
,No,33.0,No,,5.0,,3.0
,Yes,39.0,,Entertainment,9.0,High,3.0
Male,No,,No,Healthcare,1.0,,5.0
Female,Yes,,,Lawyer,0.0,Low,5.0
Male,Yes,,Yes,Entertainment,1.0,Low,2.0
Female,Yes,76.0,Yes,Artist,,High,
,Yes,37.0,,Artist,0.0,High,4.0
Male,Yes,62.0,,Artist,0.0,Average,
Female,No,,No,Marketing,2.0,Low,6.0
Male,No,,,Artist,,,
Male,Yes,53.0,Yes,,,Low,
,Yes,46.0,No,Executive,,Average,
Male,Yes,,,Engineer,6.0,,2.0
Female,No,87.0,No,,1.0,Low,2.0
,Yes,45.0,Yes,Artist,3.0,Average,2.0
,No,21.0,No,Healthcare,,Low,4.0
Female,No,51.0,Yes,,0.0,Low,1.0
Female,Yes,,Yes,Doctor,,Average,
Male,Yes,49.0,Yes,Artist,1.0,Average,4.0
Female,No,,No,Entertainment,2.0,,3.0
Male,Yes,,Yes,Entertainment,1.0,,2.0
Male,Yes,,,Doctor,,Average,
,No,,Yes,Healthcare,,Low,4.0
Male,No,47.0,,,1.0,Low,
Female,Yes,38.0,Yes,,,Low,3.0
Male,Yes,50.0,No,Executive,,High,4.0
,Yes,,Yes,,7.0,Average,2.0
,Yes,32.0,,,1.0,Average,2.0
Male,Yes,,Yes,Entertainment,1.0,High,
Female,Yes,45.0,,Artist,9.0,Low,
,No,,,Healthcare,0.0,Low,4.0
Male,No,22.0,No,,,,
,No,59.0,Yes,Entertainment,1.0,,1.0
Female,No,21.0,No,Healthcare,,Low,
Male,Yes,,Yes,Artist,1.0,Average,3.0
Male,Yes,67.0,,Lawyer,0.0,Low,2.0
Female,No,73.0,,Artist,0.0,Low,1.0
Male,Yes,,,,0.0,Low,
Female,No,40.0,Yes,,,Low,1.0
Female,Yes,27.0,,Artist,,Low,
Male,Yes,41.0,Yes,Engineer,9.0,,2.0
Male,Yes,,,Doctor,,,3.0
Male,Yes,41.0,,Artist,,,
,Yes,38.0,,,,Average,3.0
,Yes,55.0,Yes,Artist,1.0,Average,4.0
Female,No,43.0,Yes,,,Low,2.0
Female,Yes,,,,1.0,High,4.0
Female,Yes,,Yes,Lawyer,,,3.0
Male,Yes,66.0,,Entertainment,1.0,High,
,Yes,,,Lawyer,1.0,Low,2.0
,Yes,,,,9.0,,2.0
,Yes,,,,0.0,Low,2.0
Female,Yes,39.0,No,Doctor,0.0,Average,4.0
,Yes,52.0,Yes,Artist,4.0,Average,2.0
Male,No,,Yes,Artist,8.0,,1.0
,Yes,,Yes,,,Average,
Male,No,,Yes,Healthcare,,Low,7.0
Male,Yes,68.0,,,0.0,,1.0
Female,Yes,48.0,Yes,Artist,1.0,Average,
Male,Yes,,,,0.0,,3.0
Female,Yes,36.0,,,1.0,,2.0
Male,Yes,76.0,Yes,Lawyer,,,2.0
Male,Yes,,No,Artist,2.0,,
Male,Yes,,No,,,Low,
Female,Yes,,,Healthcare,9.0,High,3.0
Male,No,,No,,,,6.0
Male,Yes,56.0,,,,High,9.0
Male,No,,,Doctor,0.0,Low,5.0
Male,Yes,71.0,No,Lawyer,,,2.0
,Yes,,Yes,,,Average,3.0
,Yes,,No,Artist,,,
,Yes,46.0,Yes,Artist,,Low,2.0
Female,Yes,,,Lawyer,,Low,1.0
Female,No,25.0,Yes,Engineer,0.0,Low,7.0
,No,26.0,Yes,Healthcare,,Low,4.0
,No,23.0,No,,,Low,3.0
Female,Yes,32.0,No,Doctor,,High,
,Yes,84.0,,,2.0,,
Male,Yes,57.0,,,0.0,Low,1.0
,Yes,39.0,Yes,Entertainment,4.0,,4.0
Male,Yes,71.0,Yes,,1.0,Low,2.0
,Yes,48.0,Yes,Artist,1.0,,
,Yes,39.0,Yes,Artist,,Average,
Female,Yes,60.0,Yes,,1.0,,4.0
Female,No,,,Homemaker,,Low,1.0
,Yes,,No,Entertainment,,High,3.0
Female,Yes,55.0,Yes,,6.0,Low,
Female,Yes,62.0,Yes,Entertainment,1.0,Low,
,No,57.0,,Doctor,,Low,
Male,No,29.0,Yes,,0.0,,4.0
,Yes,33.0,No,,,,
Male,Yes,60.0,,,7.0,Average,4.0
Female,Yes,,,Artist,6.0,,1.0
,Yes,,No,Entertainment,,Average,
Female,Yes,30.0,No,Homemaker,9.0,Low,
,Yes,52.0,Yes,Entertainment,1.0,Average,3.0
Male,Yes,31.0,Yes,Artist,0.0,,
Female,Yes,67.0,Yes,Entertainment,,Low,
Male,Yes,62.0,Yes,,2.0,,4.0
,Yes,,Yes,Healthcare,1.0,,
,Yes,,,,,High,
,Yes,47.0,Yes,,1.0,Average,6.0
Male,No,53.0,Yes,Artist,,Low,1.0
,Yes,,No,,0.0,Low,1.0
Male,Yes,45.0,No,Executive,,High,
Female,No,37.0,No,Homemaker,,,2.0
,Yes,58.0,Yes,Artist,7.0,Low,1.0
Male,Yes,,Yes,Artist,1.0,Average,
Female,No,28.0,Yes,,,Low,1.0
,Yes,56.0,Yes,Artist,,,4.0
,Yes,,,,1.0,Average,
Male,Yes,50.0,Yes,,,Average,4.0
Male,Yes,56.0,Yes,Executive,,High,2.0
Male,No,28.0,Yes,,,Low,1.0
,No,70.0,No,Entertainment,0.0,Low,1.0
Female,Yes,52.0,No,,1.0,High,2.0
Male,Yes,75.0,,Lawyer,1.0,,1.0
,Yes,48.0,,Entertainment,5.0,Average,
Male,Yes,51.0,Yes,Artist,,Low,3.0
,Yes,62.0,Yes,Artist,1.0,Low,
,No,43.0,,Healthcare,0.0,Low,
,No,22.0,No,,,Low,4.0
Male,Yes,32.0,,Doctor,0.0,Low,3.0
Female,Yes,43.0,,Healthcare,9.0,Low,
,Yes,35.0,No,Doctor,5.0,Low,4.0
,Yes,68.0,No,Lawyer,0.0,Low,1.0
,Yes,36.0,Yes,,,,3.0
,Yes,36.0,Yes,Artist,0.0,Average,
Male,Yes,47.0,Yes,Artist,,Average,4.0
,Yes,,,Artist,9.0,High,2.0
,No,,No,Healthcare,1.0,Low,4.0
Female,Yes,40.0,,Artist,2.0,,1.0
Female,Yes,,,,2.0,Average,
Male,No,26.0,No,Entertainment,1.0,,
,Yes,,Yes,Marketing,,Average,2.0
Male,Yes,35.0,,Artist,1.0,High,2.0
Male,Yes,56.0,No,Entertainment,,Average,3.0
,Yes,47.0,Yes,Healthcare,1.0,Low,
Male,Yes,,Yes,Lawyer,0.0,High,
Female,No,31.0,,Healthcare,1.0,Low,5.0
,Yes,,Yes,Entertainment,0.0,Average,2.0
,Yes,,,Entertainment,0.0,Average,3.0
Male,Yes,,,Engineer,,,1.0
Male,No,,,Healthcare,1.0,Low,3.0
Female,Yes,56.0,Yes,Artist,,,
Male,Yes,88.0,,,1.0,Low,1.0
,Yes,45.0,Yes,,3.0,Low,
,No,,No,Engineer,0.0,,
,Yes,,Yes,Artist,0.0,,
,Yes,46.0,Yes,,,Average,4.0
,Yes,85.0,,,0.0,High,2.0
Female,No,,No,,0.0,,
Female,No,,,Engineer,0.0,Low,3.0
,Yes,38.0,Yes,Artist,6.0,,1.0
Female,No,18.0,No,Healthcare,,Low,
Male,No,,Yes,Doctor,8.0,Low,
Female,Yes,,Yes,Artist,,Average,3.0
,Yes,58.0,Yes,,0.0,Average,
,No,31.0,No,,0.0,Low,
Male,Yes,46.0,No,Entertainment,1.0,Average,4.0
Female,No,31.0,No,Engineer,,,2.0
Male,No,,Yes,,3.0,Low,4.0
Female,No,,,Homemaker,,Low,1.0
,No,81.0,,,1.0,Low,
Male,Yes,66.0,Yes,Lawyer,1.0,High,2.0
,No,22.0,No,Doctor,3.0,Low,
Male,Yes,51.0,Yes,Entertainment,,Low,2.0
Male,No,22.0,,,,,
,No,33.0,Yes,Engineer,,Low,
Female,No,29.0,Yes,Engineer,10.0,Low,
Female,Yes,41.0,Yes,,,High,
,No,,No,Healthcare,1.0,Low,4.0
,No,48.0,Yes,,4.0,Low,1.0
Male,Yes,,No,Executive,0.0,High,2.0
,No,25.0,Yes,,,Low,3.0
,Yes,46.0,,,,Average,2.0
Male,Yes,53.0,Yes,,4.0,Low,2.0
Male,Yes,,,Artist,2.0,,3.0
Male,Yes,,,Artist,2.0,Low,1.0
,Yes,40.0,,Homemaker,,Low,1.0
,No,,,Artist,8.0,Low,4.0
Male,No,,No,Healthcare,,Low,
Male,Yes,41.0,,,1.0,Average,4.0
Female,Yes,,No,,1.0,High,4.0
Female,No,40.0,Yes,,,Low,1.0
,Yes,,Yes,,1.0,Low,2.0
,No,,,Engineer,,,
Male,Yes,81.0,Yes,Entertainment,1.0,,1.0
Male,Yes,62.0,Yes,Executive,1.0,,4.0
,Yes,51.0,Yes,,0.0,,2.0
,No,,,Healthcare,,Low,5.0
Male,No,42.0,Yes,Doctor,,Low,
Female,No,33.0,,Doctor,0.0,Low,4.0
Female,Yes,,Yes,Artist,0.0,Average,2.0
,Yes,36.0,,,,,
Male,Yes,,,,2.0,High,3.0
Male,Yes,59.0,No,,,,2.0
Female,No,39.0,,Artist,1.0,Low,3.0
Female,No,,Yes,Engineer,0.0,,4.0
Male,Yes,53.0,No,Executive,,,
Female,No,32.0,No,,1.0,Low,
Male,Yes,,,Healthcare,5.0,,
Male,Yes,40.0,,Artist,0.0,Average,4.0
Male,Yes,,Yes,Entertainment,,Low,3.0
Female,No,,,Artist,9.0,Low,4.0
Female,Yes,35.0,,,1.0,Average,2.0
Female,No,27.0,,Engineer,1.0,Low,1.0
Female,Yes,28.0,,Artist,8.0,,4.0
,Yes,,,Executive,,High,
,No,,,Artist,,Low,2.0
Male,Yes,78.0,Yes,Lawyer,0.0,Low,2.0
Female,Yes,51.0,Yes,,,High,2.0
Female,No,,No,,0.0,Low,
Male,Yes,29.0,Yes,,,Low,2.0
,No,29.0,No,,0.0,Low,3.0
Male,Yes,73.0,Yes,Executive,0.0,High,
,No,,Yes,Homemaker,,,
Female,No,33.0,,Entertainment,8.0,Low,5.0
,No,23.0,No,Healthcare,0.0,Low,
Male,Yes,,Yes,Executive,0.0,,
Female,Yes,,,Engineer,1.0,Average,
,Yes,,Yes,Artist,11.0,,
Male,Yes,58.0,Yes,,1.0,Average,2.0
,Yes,48.0,Yes,Artist,0.0,,2.0
Female,No,36.0,Yes,Engineer,,Low,5.0
Male,No,36.0,Yes,,,,1.0
Male,No,23.0,No,,4.0,,3.0
Female,Yes,,,,6.0,Average,
Female,Yes,27.0,Yes,Engineer,,,
,Yes,,No,Marketing,,Average,
Male,Yes,29.0,,Doctor,0.0,,
,No,31.0,,Doctor,1.0,,3.0
Female,No,,Yes,Homemaker,11.0,,
,Yes,50.0,Yes,Doctor,,Low,3.0
,No,,Yes,Artist,8.0,Low,1.0
Female,No,,Yes,,0.0,Low,
,No,43.0,,,,Low,2.0
Male,No,,Yes,,,,
Male,No,,,Doctor,5.0,Low,1.0
Female,No,27.0,Yes,Artist,9.0,Low,
Male,No,,,,,,1.0
Male,Yes,,,Executive,,,
,No,31.0,,Entertainment,1.0,Low,4.0
,Yes,,No,Executive,,High,
,No,36.0,Yes,Artist,9.0,Low,2.0
,Yes,70.0,Yes,Entertainment,0.0,Low,1.0
Male,Yes,37.0,,,,High,
,Yes,52.0,Yes,Engineer,,,
Female,No,28.0,Yes,,9.0,Low,3.0
,Yes,42.0,,Entertainment,,Low,
Male,Yes,52.0,Yes,Artist,3.0,Average,
Male,No,,No,,0.0,,3.0
Female,Yes,,,,0.0,Average,
Female,Yes,38.0,,,5.0,,2.0
Female,No,30.0,,Healthcare,6.0,,
Male,Yes,39.0,Yes,Executive,3.0,High,3.0
Female,Yes,74.0,,,0.0,,
Female,Yes,,Yes,Entertainment,3.0,,2.0
Male,No,38.0,,Artist,,Low,1.0
Female,No,40.0,,Healthcare,,Low,1.0
Male,Yes,48.0,,,0.0,Low,2.0
,Yes,40.0,Yes,Artist,,,2.0
,No,38.0,Yes,,3.0,Low,2.0
Male,No,63.0,Yes,Doctor,1.0,Low,1.0
Male,Yes,,,,,,3.0
Female,Yes,51.0,,Engineer,,High,3.0
Female,Yes,,Yes,,6.0,,
Female,No,,No,Entertainment,6.0,Low,
Male,Yes,60.0,Yes,,1.0,Average,3.0
Male,Yes,51.0,Yes,Entertainment,,,3.0
Female,Yes,56.0,No,Artist,,,3.0
,No,,Yes,Doctor,,Low,
Male,No,43.0,,,6.0,Low,2.0
,Yes,73.0,Yes,,,,2.0
,No,22.0,,,,Low,4.0
Male,Yes,66.0,,Lawyer,1.0,High,2.0
Female,Yes,53.0,No,Engineer,0.0,Average,
,No,21.0,No,Healthcare,1.0,,4.0
Female,Yes,,Yes,Artist,,High,4.0
Male,Yes,57.0,Yes,Entertainment,,Low,1.0
Female,No,,Yes,Doctor,1.0,Low,4.0
Male,Yes,40.0,Yes,Executive,0.0,High,
,Yes,,Yes,Artist,,,2.0
Male,Yes,,Yes,Entertainment,5.0,,
Male,Yes,50.0,Yes,,0.0,Low,1.0
Female,Yes,43.0,,Entertainment,,Average,5.0
Female,Yes,,Yes,Artist,0.0,Low,4.0
Female,Yes,,Yes,Artist,0.0,,2.0
Male,Yes,40.0,,Artist,8.0,,2.0
Male,No,41.0,,,1.0,,1.0
Female,Yes,39.0,Yes,Artist,,,4.0
Female,No,25.0,No,,0.0,,
Female,No,32.0,No,,,,2.0
Female,No,39.0,,,1.0,,6.0
Female,Yes,38.0,Yes,,3.0,Average,3.0
Female,No,25.0,Yes,,0.0,,
,Yes,61.0,No,,,Low,1.0
,No,31.0,Yes,,,,1.0
Male,Yes,,,,,Low,1.0
Female,Yes,,Yes,,0.0,High,
Female,No,26.0,,Homemaker,13.0,Low,
,Yes,51.0,Yes,Doctor,0.0,High,5.0
Male,Yes,56.0,No,,,Low,
Male,Yes,35.0,,,,High,
,Yes,,Yes,,1.0,Low,1.0
Female,Yes,39.0,Yes,Artist,,High,
,Yes,42.0,Yes,,2.0,,
,Yes,60.0,Yes,Artist,,,
Male,No,36.0,Yes,Artist,0.0,Low,
Male,Yes,25.0,Yes,,,Average,2.0
Male,No,,No,Healthcare,1.0,Low,
Male,No,29.0,No,Doctor,5.0,,
,No,27.0,No,,,,5.0
Male,Yes,,,,1.0,,
,Yes,36.0,,Entertainment,,Low,2.0
,Yes,,Yes,,0.0,High,4.0
,No,31.0,No,,8.0,Low,2.0
,Yes,,Yes,Entertainment,,Average,4.0
Female,No,32.0,,,0.0,Low,4.0
Male,Yes,55.0,,Engineer,,Average,
Male,No,,Yes,Healthcare,1.0,Low,3.0
,Yes,,,Artist,5.0,High,
Male,Yes,82.0,Yes,Lawyer,,Low,1.0
,No,,,Engineer,,Low,
Male,No,,,,0.0,,4.0
,Yes,48.0,Yes,Entertainment,0.0,Low,1.0
Male,Yes,48.0,Yes,Entertainment,0.0,Low,2.0
Male,No,32.0,,Healthcare,1.0,,
Male,No,29.0,No,Healthcare,,,5.0
Male,No,35.0,,,6.0,Low,3.0
Male,Yes,39.0,,Entertainment,0.0,,4.0
,No,26.0,No,Artist,,,2.0
,No,,,Healthcare,1.0,Low,4.0
Female,No,35.0,Yes,,0.0,Low,1.0
Male,No,18.0,,Healthcare,3.0,Low,
Female,Yes,56.0,,Artist,0.0,,
Male,No,40.0,No,Homemaker,,,1.0
,No,,,Engineer,,Low,1.0
,Yes,57.0,Yes,Artist,,High,3.0
Male,No,,,Healthcare,0.0,Low,4.0
,Yes,52.0,Yes,,1.0,Low,1.0
Female,Yes,45.0,,Engineer,,Average,7.0
,No,20.0,No,Healthcare,,Low,
Female,No,,No,Healthcare,2.0,Low,6.0
Male,Yes,,Yes,Healthcare,1.0,Average,
,No,23.0,No,Doctor,0.0,Low,4.0
,No,52.0,Yes,Artist,,Low,2.0
Male,Yes,25.0,,,,Low,2.0
Male,No,21.0,,Healthcare,1.0,,6.0
,Yes,59.0,,Artist,0.0,,6.0
Female,No,,,,1.0,Low,3.0
Female,Yes,72.0,Yes,Lawyer,0.0,High,
Male,Yes,,Yes,Artist,0.0,Low,1.0
,No,,No,Healthcare,0.0,,
Male,No,,,Healthcare,0.0,,8.0
Female,Yes,,No,Artist,0.0,Average,
Female,No,36.0,,Doctor,0.0,Low,2.0
Female,Yes,29.0,No,Doctor,0.0,Average,
Male,Yes,25.0,,,,,
Female,No,22.0,,,,Low,4.0
Male,Yes,66.0,Yes,,1.0,Low,1.0
Male,Yes,50.0,Yes,Artist,,Low,4.0
Male,No,,Yes,Entertainment,,Low,
,Yes,60.0,Yes,Artist,1.0,,
,Yes,70.0,,,8.0,,2.0
Male,No,,No,Doctor,0.0,Low,3.0
Female,No,33.0,Yes,Engineer,0.0,Low,2.0
Male,No,53.0,,Artist,0.0,,2.0
Male,Yes,27.0,Yes,Artist,9.0,Average,3.0
Male,Yes,68.0,Yes,Lawyer,0.0,Low,2.0
Female,No,27.0,,Artist,0.0,,3.0
Male,Yes,37.0,Yes,,,Average,2.0
,Yes,,Yes,,1.0,Average,4.0
Male,No,32.0,No,Artist,3.0,,7.0
Female,No,28.0,Yes,Engineer,7.0,Low,1.0
Male,No,31.0,,Healthcare,1.0,Low,4.0
Male,Yes,88.0,No,Lawyer,0.0,Low,
Male,No,35.0,Yes,,0.0,Low,1.0
Male,No,36.0,No,,,,4.0
,Yes,33.0,No,Homemaker,9.0,Average,2.0
Female,No,40.0,,,13.0,,1.0
,Yes,25.0,,Entertainment,,,2.0
,Yes,67.0,,,,Average,
Female,Yes,,No,,8.0,,
Female,No,,No,Healthcare,,,2.0
Female,No,28.0,,,,,
Female,No,36.0,No,Engineer,,Low,
Male,No,27.0,No,Doctor,0.0,Low,3.0
Female,Yes,,,,,Average,4.0
Male,Yes,53.0,No,,0.0,Average,4.0
Female,No,30.0,Yes,Doctor,0.0,Low,5.0
Female,Yes,53.0,Yes,Artist,8.0,,
Female,No,,No,Doctor,,Low,3.0
Female,No,36.0,Yes,Marketing,,Low,3.0
,Yes,,No,Engineer,0.0,Low,
Male,No,29.0,No,,,,4.0
Female,No,,No,Engineer,8.0,Low,
Male,Yes,47.0,,,,Low,1.0
Male,No,23.0,No,,1.0,Low,4.0
Female,Yes,35.0,Yes,Entertainment,0.0,Low,4.0
Male,Yes,,Yes,Lawyer,3.0,Low,1.0
,Yes,,Yes,Artist,0.0,Average,4.0
,Yes,,No,Lawyer,0.0,Low,9.0
Female,Yes,,Yes,Artist,,High,3.0
Female,Yes,,Yes,,,High,
,Yes,66.0,,Artist,,High,
,Yes,55.0,Yes,Artist,0.0,Average,2.0
,Yes,61.0,,,,,
,Yes,39.0,Yes,,1.0,Average,
Male,Yes,61.0,Yes,Executive,,,2.0
Male,No,40.0,No,,2.0,,4.0
Male,Yes,43.0,Yes,Executive,,High,3.0
Female,No,57.0,Yes,Artist,1.0,Low,
Female,No,37.0,,,0.0,Low,2.0
Male,Yes,41.0,,Entertainment,2.0,Average,2.0
Female,No,20.0,,,,Low,
Male,Yes,,,Executive,1.0,Average,2.0
Female,Yes,43.0,Yes,,9.0,,4.0
,No,21.0,,Healthcare,1.0,,5.0
Male,Yes,38.0,Yes,,1.0,,4.0
Male,Yes,,,Artist,,,5.0
,No,30.0,Yes,Doctor,,Low,7.0
,No,32.0,,Artist,0.0,,
Female,No,,No,Healthcare,0.0,,5.0
Male,Yes,,Yes,Healthcare,1.0,,1.0
,No,28.0,,,3.0,Low,4.0
,Yes,,No,,1.0,Average,4.0
Male,Yes,42.0,No,,8.0,,
Female,No,,,Healthcare,5.0,,4.0
Male,No,40.0,Yes,Doctor,9.0,,
,No,40.0,Yes,Entertainment,,,3.0
Male,Yes,,Yes,Artist,4.0,Average,
Female,No,,No,Healthcare,,Low,3.0
Male,No,,,Entertainment,,Low,
Male,Yes,49.0,No,Entertainment,,Average,
,No,25.0,Yes,Healthcare,,,
Female,No,,Yes,,8.0,,1.0
,Yes,38.0,No,Artist,8.0,,1.0
Male,Yes,,,,1.0,,1.0
,Yes,51.0,,,8.0,Average,3.0
Male,No,26.0,Yes,Engineer,,,
Female,Yes,35.0,Yes,,1.0,,3.0
,Yes,,No,,,,3.0
Male,No,41.0,Yes,Entertainment,,Low,1.0
Male,Yes,,Yes,,2.0,Average,
Male,No,77.0,Yes,Lawyer,0.0,Low,1.0
Female,No,,No,Marketing,0.0,,2.0
Male,Yes,46.0,Yes,Entertainment,,Low,3.0
Male,Yes,63.0,,,,,1.0
Female,Yes,37.0,Yes,Artist,8.0,High,2.0
,Yes,,,Artist,,Average,
Male,Yes,,,Engineer,,,2.0
Female,No,28.0,No,Engineer,1.0,,
Male,Yes,46.0,,Artist,,Average,
,No,28.0,Yes,,1.0,Low,2.0
Female,No,,Yes,Artist,6.0,,1.0
Female,No,28.0,,Engineer,0.0,Low,
,No,36.0,Yes,Artist,5.0,Low,1.0
,No,50.0,,,1.0,Low,
Female,No,32.0,Yes,Healthcare,9.0,Low,3.0
Male,Yes,55.0,,Executive,9.0,,
Female,Yes,43.0,,Artist,0.0,Low,
Female,No,,Yes,,,Low,2.0
Female,Yes,32.0,Yes,Marketing,8.0,Low,2.0
Male,Yes,,Yes,Artist,0.0,,2.0
,Yes,33.0,,,,Average,
Male,No,,Yes,,,,
Male,Yes,55.0,Yes,,1.0,,5.0
Female,No,40.0,,Marketing,6.0,Low,
Male,Yes,89.0,Yes,Doctor,,Low,
Female,No,33.0,,,,,
,No,,No,Healthcare,,Low,3.0
Male,Yes,58.0,,Artist,,Average,
Female,No,32.0,,,8.0,,
Male,Yes,48.0,Yes,,0.0,High,5.0
Male,Yes,62.0,Yes,Artist,1.0,,
Female,Yes,,Yes,Artist,,Average,2.0
Male,Yes,,Yes,,,Low,
Male,No,,No,,1.0,,
,Yes,35.0,Yes,Doctor,,,
Male,Yes,78.0,Yes,,0.0,,
,No,,No,,,Low,
Female,No,37.0,,Artist,1.0,Low,
Female,No,43.0,Yes,Doctor,,,
,Yes,48.0,Yes,,1.0,Average,3.0
Male,No,,No,Healthcare,0.0,Low,5.0
,No,31.0,No,Healthcare,2.0,,5.0
,No,,Yes,Artist,,Low,
Male,No,,Yes,Artist,,Low,1.0
Male,Yes,58.0,Yes,Doctor,,High,2.0
Male,Yes,,Yes,,1.0,,4.0
Male,Yes,71.0,Yes,,1.0,High,2.0
Male,No,82.0,,Lawyer,1.0,,2.0
,Yes,49.0,No,,,High,
,Yes,53.0,Yes,,,Average,2.0
,No,31.0,No,Engineer,1.0,,1.0
Female,No,,No,Healthcare,9.0,,7.0
Male,Yes,,,Executive,0.0,High,2.0
,No,35.0,Yes,,1.0,Low,2.0
Male,Yes,47.0,Yes,Marketing,,,2.0
Female,Yes,38.0,,Artist,0.0,Average,
,No,,Yes,,1.0,Low,
Male,Yes,55.0,Yes,,1.0,Low,
Female,No,,,Healthcare,0.0,Low,
Female,Yes,58.0,No,Engineer,,Average,2.0
Female,Yes,76.0,,Lawyer,,High,2.0
Male,No,19.0,,Healthcare,,Low,4.0
,Yes,51.0,,,8.0,,
,No,39.0,,Artist,5.0,Low,2.0
,No,22.0,No,Healthcare,,Low,3.0
,Yes,47.0,Yes,Doctor,,,5.0
Male,No,32.0,No,Healthcare,8.0,Low,4.0
,Yes,30.0,No,,0.0,,
,Yes,35.0,,Homemaker,13.0,High,7.0
Male,No,35.0,Yes,,13.0,,2.0
,Yes,42.0,Yes,Artist,,,
Female,Yes,,Yes,Healthcare,,Average,2.0
Male,Yes,36.0,Yes,Artist,,Average,
Male,No,18.0,No,Healthcare,,Low,5.0
Male,Yes,75.0,No,Executive,,,2.0
,No,46.0,Yes,,3.0,Low,
Male,Yes,68.0,,,,Low,
Male,Yes,67.0,,Doctor,,,
Female,Yes,50.0,,,1.0,Average,4.0
Male,No,32.0,No,Artist,,,4.0
,No,21.0,No,Healthcare,1.0,,5.0
,Yes,48.0,Yes,Artist,9.0,High,4.0
,Yes,37.0,Yes,Entertainment,9.0,Average,2.0
,Yes,41.0,Yes,Artist,0.0,Low,2.0
,Yes,,Yes,Executive,0.0,High,
,No,,,Artist,9.0,Low,
Female,Yes,49.0,Yes,,1.0,High,
,No,23.0,No,Healthcare,0.0,Low,4.0
Male,No,31.0,,Entertainment,0.0,,3.0
Male,No,45.0,Yes,Artist,9.0,Low,
