alcohol,density,volatile acidity,free sulfur dioxide,qualitywhite
10.5,0.9917,0.22,24.0,6
10.5,0.9917,0.22,24.0,6
8.8,0.99906,0.22,37.0,6
9.9,0.99415,0.22,30.0,6
9.9,0.99418,0.21,28.0,6
9.9,0.99611,0.32,24.0,5
12.2,0.99124,0.44,33.0,6
10.8,0.99179,0.31,59.5,6
8.7,0.99886,0.36,60.0,5
13.2,0.98924,0.38,17.0,6
12.7,0.99045,0.24,15.0,6
9.4,0.9969,0.56,55.0,5
11.2,0.99196,0.24,18.0,6
11.3333333333333,0.99339,0.29,25.0,6
11.9,0.99224,0.28,14.0,6
11.35,0.99339,0.29,25.0,6
10.5,0.99184,0.21,51.0,5
9.8,0.99428,0.47,14.0,5
9.1,0.99834,0.34,20.0,5
12.4,0.98918,0.27,36.0,6
9.1,0.99834,0.34,20.0,5
9.8,0.99428,0.47,14.0,5
11.3,0.99241,0.35,24.0,6
11.3,0.99241,0.35,24.0,6
13.1,0.98816,0.46,31.0,6
12.5,0.98916,0.38,15.0,6
10.3,0.99329,0.3,32.0,5
10.7,0.99535,0.28,51.0,6
10.4,0.99552,0.29,29.0,6
9.5,0.99514,0.3,47.0,5
9.8,0.99304,0.39,53.0,5
12.5,0.98916,0.38,15.0,6
9.4,0.9984,0.18,17.0,6
9.0,0.99911,0.28,36.0,5
9.0,0.99911,0.28,36.0,5
9.0,0.99911,0.28,36.0,5
13.0,0.98952,0.35,19.0,7
9.9,0.99403,0.22,28.0,5
9.4,0.9984,0.18,17.0,6
10.6,0.99312,0.28,29.0,6
13.4,0.98968,0.42,28.0,6
12.5,0.98946,0.32,31.0,6
9.3,0.9981,0.26,32.0,5
9.3,0.9981,0.26,32.0,5
11.0,0.99306,0.32,34.0,5
10.3,0.99378,0.25,40.0,5
11.3,0.99036,0.21,31.0,6
10.9,0.99094,0.23,35.0,6
11.3,0.9908,145.0,35.0,6
12.1,0.9899,0.2,24.0,6
11.1,0.99173,0.28,12.0,5
9.8,0.99356,0.36,24.0,5
10.1,0.99571,0.25,50.0,6
12.4,0.98945,0.22,37.0,6
12.7,0.98865,0.2,37.0,6
9.6,0.99514,0.32,53.0,5
9.6,0.99514,0.32,53.0,5
9.1,0.9943,555.0,17.0,5
12.8,0.99636,0.22,55.0,5
9.6,0.99514,0.32,53.0,5
12.4,0.98987,0.3,37.0,6
9.55,0.99288,0.28,7.0,4
9.1,0.9943,555.0,17.0,5
12.5,0.99064,0.31,12.0,6
9.9,0.99394,0.15,13.0,6
11.2,0.99175,0.13,32.0,6
13.0,0.98926,0.48,28.0,6
13.0,0.98926,0.48,28.0,6
11.7,0.99057,0.3,25.0,6
13.1,0.98898,0.28,13.0,6
12.0,0.9932,0.19,17.0,6
10.55,0.9972,0.31,30.0,6
11.45,0.9902,0.24,34.0,6
10.2,0.9988,0.23,71.0,6
11.45,0.9902,0.24,34.0,6
9.3,0.9958,0.29,60.0,5
10.8,0.9935,0.2,22.0,5
12.2,0.9925,0.38,20.0,6
11.0,992.0,0.27,36.0,6
10.4,0.9986,0.54,41.0,6
11.4,0.9914,0.25,32.0,6
14.05,0.9909,0.61,31.0,7
10.7,0.9943,0.32,20.0,5
10.2,994.0,0.28,50.0,5
11.2,0.9904,0.19,38.0,6
12.3333333333333,0.99,305.0,17.0,5
11.5,0.9902,0.26,75.0,4
9.5,0.9925,0.23,14.0,5
13.4,0.9886,0.33,35.0,6
12.5,0.9898,0.27,24.0,6
12.5,0.9898,0.27,24.0,6
11.2,0.9904,0.4,27.0,6
8.8,0.9964,0.4,28.5,5
11.2,0.9908,0.28,50.0,6
12.7,0.9899,0.32,15.0,6
9.8,993.0,0.17,26.0,6
9.8,0.9944,0.2,10.0,6
11.7,0.9956,0.13,24.0,6
9.8,0.9949,0.31,55.0,5
9.6,0.9929,0.36,48.0,5
9.8,0.9944,0.2,10.0,6
9.7,0.9975,0.18,79.0,5
10.0,995.0,0.16,59.5,6
11.7,0.9956,0.13,24.0,6
12.3,0.9946,0.27,42.0,6
9.8,993.0,0.17,26.0,6
9.0,0.9934,0.37,18.0,6
9.1,0.9984,0.26,60.5,6
9.1,0.9984,0.28,62.0,6
9.1,0.9984,0.28,62.0,6
11.4,0.9908,0.12,35.0,6
10.5,0.9963,0.25,41.0,5
12.4,0.98914,0.24,35.0,6
9.1,0.9984,0.26,60.5,6
9.1,0.9984,0.28,62.0,6
10.1,0.9937,0.18,6.0,5
10.9,993.0,0.09,24.0,6
11.05,0.9956,0.14,13.0,5
12.75,0.98963,0.28,36.0,6
12.7,0.98961,0.23,23.0,6
11.1,0.9948,0.28,16.0,5
11.1,0.9948,0.28,16.0,5
12.75,0.98963,0.28,36.0,6
13.0,0.989315,0.25,41.0,6
12.0,0.989435,0.2,32.0,6
11.5,0.9899,0.29,17.0,6
10.5,0.998275,0.46,51.0,5
11.1,0.9948,0.28,16.0,5
11.1,0.9914,0.23,20.0,6
11.1,0.9915,0.23,25.0,6
13.1,0.9924,0.55,20.0,6
12.75,0.98963,0.28,36.0,6
12.7,0.98961,0.23,23.0,6
9.6,997.0,0.45,23.0,5
11.7,0.9914,0.2,32.0,5
9.7,997.0,0.37,61.0,6
10.9,0.9944,0.21,22.0,6
10.7,0.9958,0.22,22.0,7
13.8,0.98889,0.27,29.0,6
12.15,0.989465,0.26,10.0,6
10.8,0.9954,0.18,28.0,7
10.7,0.9947,0.26,27.0,7
10.8,0.9912,0.23,31.0,7
10.8,0.9965,0.28,26.0,5
12.0,0.9948,0.36,43.5,5
10.8,0.9965,0.28,26.0,5
12.2,0.9925,0.3,17.0,6
9.4,0.9936,0.2,17.0,6
11.4,0.9898,0.29,12.0,6
12.5,0.98948,0.22,26.0,7
13.05,0.98823,0.22,29.0,7
12.4,0.9896,0.32,31.0,6
12.9,0.9908,0.2,39.0,7
12.0,0.9906,0.35,25.0,7
11.3,0.9904,0.3,23.0,5
10.0,0.99754,0.15,25.0,6
11.8,0.9898,0.13,40.0,7
9.4,0.998365,0.2,53.0,6
8.8,0.99837,0.2,44.0,6
11.1,0.99125,0.27,32.0,6
10.5,0.9943,0.37,35.0,6
9.3,0.99488,0.23,60.0,6
11.4,0.99034,0.34,12.0,6
11.8,0.99322,0.33,23.0,6
12.4,0.98895,0.29,31.0,6
11.6,0.99457,0.33,22.0,6
11.1,0.99304,0.3,30.0,5
12.4,0.98895,0.29,31.0,6
11.1,0.99331,0.33,42.0,6
11.0,0.99435,0.33,21.0,6
12.2,0.99122,0.45,27.0,6
11.0,0.99544,0.36,20.0,6
12.9,989.0,0.42,26.0,6
10.9,0.99414,0.39,29.0,6
13.4,0.99014,0.53,20.0,6
10.7,0.99551,0.66,32.0,6
11.0,0.99544,0.36,20.0,6
11.4,0.9908,0.16,23.0,7
10.2,0.9927,0.22,20.0,6
11.0,0.99244,0.23,45.0,6
9.1,0.99752,0.17,45.0,6
11.0,0.99114,0.33,40.0,6
11.5,0.99326,0.38,40.0,6
12.0,0.9906,0.29,38.0,6
11.2,993.0,0.29,16.0,5
11.2,0.99479,0.28,31.0,6
12.6,0.98942,0.36,13.0,7
11.0,0.99036,615.0,8.0,4
10.8,0.99201,0.44,12.0,6
10.9,0.99184,0.42,19.0,5
9.8,0.99441,0.34,48.0,5
9.8,0.99442,0.27,42.0,5
9.5,0.99474,0.33,27.0,5
11.2666666666667,0.9916,0.44,43.0,7
10.8,0.99198,0.28,26.0,5
13.4,0.98949,0.5,23.0,7
11.3,0.9916,0.44,43.0,7
8.9,0.99556,0.62,33.0,5
11.2,0.99151,0.38,36.0,6
11.5,0.99158,305.0,30.0,7
13.0,0.9902,0.5,35.0,7
12.6,0.99204,0.4,20.0,6
13.1,0.98988,0.4,15.0,6
11.2,0.99344,0.49,6.0,5
11.7,0.99394,0.3,50.0,6
10.9,0.99153,0.19,24.0,6
10.9,0.99153,0.19,24.0,6
11.6,0.98981,0.24,14.0,7
10.4,0.99524,0.25,43.0,7
10.9,0.99221,0.21,31.0,7
11.7,0.99394,0.3,50.0,6
10.8,0.99318,0.28,50.0,6
11.2,0.99366,0.29,49.0,6
10.0,0.99494,345.0,26.0,6
10.5666666666667,0.99212,0.51,39.0,5
11.7333333333333,0.99018,0.24,42.0,6
10.6,0.99212,0.51,39.0,5
10.5,0.99596,0.54,59.0,6
11.75,0.99018,0.24,42.0,6
11.4,0.99094,0.26,43.0,6
12.4,0.98968,0.24,25.0,7
10.1,0.99392,0.21,47.0,6
12.3,0.99024,0.29,40.0,6
13.1,0.98774,0.24,49.0,7
10.65,0.99094,0.18,24.0,7
11.4,0.99044,0.26,35.0,7
9.3,0.9938,0.61,40.0,5
10.2,0.99432,695.0,9.0,5
10.2,0.99432,695.0,9.0,5
13.1,0.98966,0.39,49.0,7
9.6,0.99309,0.38,59.0,5
12.8,0.98868,0.36,18.0,7
10.9666666666667,0.9937,0.29,55.0,7
10.9666666666667,0.9937,0.29,55.0,7
10.9666666666667,0.9937,0.29,55.0,7
11.0,0.9937,0.29,55.0,7
13.4,0.98975,0.43,43.0,6
11.2,0.98984,0.25,28.0,6
12.4,0.99063,0.33,14.0,6
11.2,0.99168,0.23,35.0,5
12.4,0.99272,0.17,44.0,6
10.1333333333333,0.99362,0.17,30.0,7
10.1333333333333,0.99365,0.16,31.0,7
12.4,0.99272,0.17,44.0,6
9.1,0.99642,0.31,36.0,5
10.15,0.99365,0.16,31.0,7
10.15,0.99362,0.17,30.0,7
11.5,0.99134,0.44,12.0,5
8.9,0.99732,285.0,57.0,6
10.4666666666667,0.99212,335.0,69.0,5
10.4666666666667,0.99212,335.0,69.0,5
11.8,0.99161,0.28,37.0,7
11.6333333333333,0.9912,0.35,41.0,7
10.6,0.99332,0.21,58.0,6
9.6,0.99636,0.25,41.0,6
11.8,0.99161,0.28,37.0,7
8.9,0.99732,285.0,57.0,6
10.5,0.99212,335.0,69.0,5
10.2,0.99271,0.63,25.0,4
13.1,0.98845,0.27,11.0,6
11.8,0.9899,0.32,15.0,6
12.2,0.99004,0.33,39.0,6
11.45,0.99097,0.24,52.0,6
10.5,0.9966,0.26,23.0,5
10.2,0.99271,0.63,25.0,4
9.0,0.99666,0.16,18.0,6
9.0,0.99666,0.16,18.0,6
9.0,0.99666,0.16,18.0,6
9.0,0.99666,0.16,18.0,6
9.1,0.99954,0.19,38.0,7
8.8,0.99414,0.36,26.0,5
9.0,0.99666,0.16,18.0,6
9.1,0.99954,0.19,38.0,7
12.9,0.99188,0.35,29.0,7
13.0,0.98926,0.15,19.0,6
12.9,0.99188,0.35,29.0,7
9.2,0.99334,0.27,34.0,6
9.8,0.99659,0.3,60.0,5
9.8,0.99659,0.3,60.0,5
10.1,0.9948,0.69,34.0,6
10.1,0.9948,0.69,34.0,6
10.9,0.99074,0.12,36.0,7
9.6,0.9955,0.36,51.0,6
10.4,0.99474,0.27,32.0,6
11.8,0.98966,0.22,25.0,7
10.8,0.99564,205.0,31.0,6
10.6,0.99246,0.33,26.0,6
12.7,0.98984,0.21,45.0,6
12.2,0.99031,0.33,27.0,7
10.8,0.99564,205.0,31.0,6
10.4,0.99474,0.27,32.0,6
11.1,0.99216,0.28,19.0,6
11.8,0.98966,0.22,25.0,7
10.0,0.99512,0.15,17.0,6
10.8,0.9909,315.0,10.0,6
10.3,0.99132,225.0,47.0,6
9.9,0.99378,0.24,32.0,6
10.0,0.99512,0.15,17.0,6
12.25,0.99044,0.27,18.0,5
10.2,0.99521,0.32,27.0,6
9.4,0.99489,0.25,37.0,6
9.7,0.99495,0.42,58.0,6
10.2,0.99521,0.32,27.0,6
10.4,0.9954,0.31,33.0,6
12.2,0.99121,0.48,35.0,6
9.4,0.99489,0.25,37.0,6
10.6,0.99478,0.21,36.0,6
10.7,0.99346,0.32,4.0,5
11.85,0.99331,0.3,13.0,5
11.7,0.99321,0.31,53.0,6
11.7,0.99321,0.31,53.0,6
10.15,0.99218,185.0,47.0,6
11.6333333333333,0.9898,0.16,31.0,6
10.8,0.99144,0.17,14.0,6
10.8,0.99143,0.16,13.0,6
12.3,0.99234,0.24,41.0,7
12.5,0.98972,0.3,33.0,6
11.65,0.9898,0.16,31.0,6
9.6,0.99308,0.32,56.0,5
10.9,0.99218,0.27,42.0,6
10.8,0.99215,0.27,36.0,6
11.2,0.99185,0.14,63.0,5
10.0,0.99438,0.24,17.0,5
10.5,0.99314,0.26,289.0,3
9.1,0.99542,0.23,61.0,6
10.5,0.99428,0.26,25.0,6
9.3,0.99943,0.34,33.0,5
9.3,0.99946,0.35,28.0,6
11.2,0.99185,0.14,63.0,5
10.6,0.99472,0.36,48.0,6
12.1,0.9891,0.25,40.0,7
12.0,0.99076,0.16,35.0,6
9.7,0.99632,0.19,40.0,6
12.4,0.99,0.29,21.0,6
13.6,0.98872,0.38,38.0,7
13.6,0.98872,0.38,38.0,7
11.8,0.99102,0.2,27.0,6
10.0,0.99388,0.17,45.0,6
10.0,0.99388,0.17,45.0,6
9.1,0.99602,0.15,46.0,6
11.9,0.99057,0.48,19.0,7
11.75,0.99072,0.4,45.0,7
11.4,0.99224,0.26,34.0,6
13.0,0.98942,0.3,18.0,8
12.4,0.99171,0.32,28.0,8
9.4,0.99352,0.19,34.0,7
9.6,0.99705,0.27,69.0,6
9.6,0.99705,0.27,69.0,6
9.6,0.99705,0.27,69.0,6
9.6,0.99705,0.27,69.0,6
9.1,0.99654,0.28,47.0,5
12.0,0.98953,0.21,17.0,7
11.2,0.99132,0.24,6.0,4
10.1,0.99204,0.27,42.0,6
10.3,0.99185,0.27,47.0,6
12.3,0.98952,0.27,31.0,6
10.55,0.99704,315.0,28.0,6
10.9,0.99032,0.59,30.0,4
9.7,0.99382,0.3,36.0,5
9.8,0.99382,0.3,34.0,5
8.9,0.9974,0.3,38.0,6
8.9,0.9974,0.3,38.0,6
10.2,0.99546,0.31,55.0,5
11.7,0.99088,0.25,28.0,7
12.8,0.98904,0.32,31.0,8
12.8,989.0,225.0,29.0,8
10.2,0.99546,0.31,55.0,5
13.55,0.98758,0.62,24.0,6
11.6,0.9901,0.3,28.0,6
8.9,0.9974,0.3,38.0,6
13.8,0.98981,785.0,23.0,6
9.4,0.9952,0.31,47.0,6
9.4,0.99519,0.32,46.0,5
10.7,0.99142,105.0,44.0,7
10.7,0.99142,105.0,44.0,7
12.3,0.9897,0.33,28.0,6
10.3,0.99684,0.32,37.0,5
10.4,0.99445,0.26,35.0,6
11.6,0.99051,0.2,45.0,7
10.7,0.99142,105.0,44.0,7
12.8,0.98986,0.28,24.0,8
11.9,0.99189,0.31,42.0,7
12.1,0.98934,0.35,9.0,4
9.2,0.99449,0.26,26.0,6
9.5,0.99566,0.28,37.0,6
11.0,0.99252,0.17,39.0,6
10.9,0.9959,0.35,10.0,5
10.4,0.9924,0.26,66.0,6
9.1,0.99482,375.0,29.0,5
11.4,0.99103,0.17,19.0,6
11.4,0.98946,0.26,46.0,7
9.7,0.99212,0.36,63.0,5
12.4,0.99052,0.4,17.0,6
13.7,0.99026,0.76,18.0,7
10.6,0.99516,0.41,54.0,6
11.2,0.99128,385.0,38.0,6
13.1333333333333,0.9891,0.27,18.0,6
12.4,0.99052,0.4,17.0,6
9.7,0.99212,0.36,63.0,5
11.0,0.99176,0.24,18.0,6
11.3,0.99162,0.23,35.0,6
12.0,0.99193,0.28,22.0,7
9.2,0.9967,0.23,54.0,5
10.7,0.99462,0.34,29.0,6
10.7,0.99462,0.34,29.0,6
11.4,0.99058,0.22,36.0,6
9.2,0.9967,0.23,54.0,5
12.1,0.99258,0.32,22.0,7
11.1,0.99138,0.29,17.0,6
9.7,0.99271,0.38,20.0,6
10.7,0.9917,0.32,17.0,5
10.9,0.99126,0.33,33.0,6
12.0,0.98986,0.37,35.0,7
10.6,0.99154,295.0,40.0,6
9.6,0.99642,0.5,18.0,5
13.1,0.99154,0.28,54.0,6
11.0,0.99313,275.0,28.0,6
11.6,0.99125,405.0,10.0,4
11.95,0.99318,0.34,44.0,7
11.1,0.99099,0.22,97.0,6
11.5,0.99004,0.28,50.0,6
11.3,0.99093,0.34,47.0,5
11.9,0.98924,0.29,38.0,6
9.5,0.99336,0.38,15.0,5
12.2,0.98944,0.3,40.0,6
12.2,0.99022,0.54,52.0,7
11.1,0.99146,0.36,67.0,6
9.6,0.99488,0.33,52.0,5
11.1,0.99146,0.36,67.0,6
9.6,0.99488,0.33,52.0,5
11.4,0.99176,0.23,12.0,5
11.4,0.99001,0.25,20.0,5
12.0666666666667,0.99005,0.35,22.0,6
9.0,0.99755,0.23,26.0,6
9.0,0.99755,0.23,26.0,6
11.4,0.99444,0.38,19.0,6
9.6,0.99502,0.35,53.0,5
11.0,0.99222,0.43,25.0,6
11.0,0.99224,0.52,24.0,6
11.2,0.99067,0.31,16.0,6
11.55,0.99069,0.22,42.0,6
13.3,0.98936,0.36,44.0,7
9.63333333333333,0.99266,0.41,22.0,5
13.6,0.98822,355.0,31.0,6
11.2,0.99138,0.41,30.0,6
13.0,0.98854,0.6,3.0,6
10.8,0.99324,0.23,42.0,6
9.8,0.99626,0.24,8.0,6
11.45,0.99188,0.32,29.0,7
12.05,0.9897,0.2,20.0,6
9.7,0.99622,0.42,50.0,5
11.9,0.99044,0.21,33.0,6
10.0,0.99282,0.2,16.0,6
9.7,0.99245,0.22,18.0,6
11.6,0.99132,0.38,34.0,7
8.8,0.99286,0.54,12.0,5
9.5,0.99234,0.53,6.0,4
9.53333333333333,0.99494,0.34,68.0,6
9.53333333333333,0.99494,0.34,68.0,6
9.4,0.9954,235.0,34.0,6
10.7,0.99184,0.32,45.0,5
11.5,0.98964,0.47,60.0,6
9.6,0.99492,0.33,68.0,5
9.55,0.99494,0.34,68.0,6
12.15,0.99168,0.21,45.0,7
13.0,0.98928,0.41,5.0,7
9.2,0.9933,0.22,38.0,5
9.4,0.9954,235.0,34.0,6
11.8,0.98938,0.34,25.0,6
10.6,0.99074,0.21,38.0,6
9.7,0.99298,0.23,29.0,5
11.2,0.99114,0.21,24.0,6
9.6,0.9949,0.32,57.0,5
9.4,0.99254,0.24,30.0,6
12.8,0.98869,0.29,20.0,7
11.8,0.98941,0.21,22.0,6
